"","Estimate","Std. Error","z value","Pr(>|z|)"
"age45",1.08045909396057,0.137111644406886,7.88014102401285,3.27011791945116e-15
"age46",0.659245628884263,0.16426845856041,4.0132210082304,5.98957852689594e-05
"age47",0.300300536410988,0.220520177051101,1.36178258346582,0.173266509624701
"age48",0.505094949056997,0.338061701680646,1.49409100926239,0.135151833591165
"age49",0.705765644519155,0.220520177040598,3.20045836163656,0.00137209192882035
"age50",0.275875778981201,0.524398122010907,0.526080791295174,0.598832074268599
"age51",0.705765644519156,0.220520176842183,3.2004583645162,0.00137209191510983
"age52",1.015920572823,0.159363813847447,6.37485102982978,1.83140880378998e-10
"age53",0.541462593227879,0.197202659075351,2.74571649168781,0.00603789158285137
"age54",0.659245628884261,0.225374467611464,2.92511230695738,0.00344331930643524
"age55",0.505094949057004,0.338061701680649,1.4940910092624,0.135151833591162
"age56",0.764606144542088,0.178174160855485,4.29134135315081,1.77597062998391e-05
"age57",0.771723612310953,0.156368790929599,4.93527901394596,8.00362575072376e-07
"age58",0.705725962766804,0.359471012994399,1.9632346900188,0.0496189102468
"age59",0.576553913039152,0.194055047996164,2.97108433402129,0.00296750279517548
"age60",0.0996298409488177,0.242343059705986,0.411110766158066,0.680991315907567
"age61",0.0996298409488367,0.21175757294003,0.470490096602362,0.638004908067391
"age62",-1.19046128981224,0.933638808380828,-1.27507691317674,0.202282020022326
"age63",0.042471427223978,0.248992449668363,0.170573153043582,0.864559409283438
"age64",0.792777021508781,0.294122315313607,2.69539909157687,0.00703043687612068
"age65",0.572194570151249,0.275041229923637,2.08039562035886,0.0374892606459957
"age66",1.60370723772512,0.200528402150769,7.99740695345169,1.27066728955663e-15
"age67",0.705765644519153,0.220520177051101,3.20045836148411,0.00137209192954616
"age68",0.505094949057004,0.338061701680647,1.49409100926241,0.135151833591159
"age69",-0.305835267159322,0.503164588412288,-0.60782351183411,0.543304533602246
"age70",-0.082691715845114,0.450748935697138,-0.183454045692246,0.854441773008772
"age71",-0.305835267159333,0.503164588412285,-0.607823511834137,0.543304533602228
"age72",0.559162170327282,0.236233321060921,2.36699110784242,0.0179333636790176
"age73",-0.593517339611105,0.412118020912366,-1.44016351989935,0.14982114147663
"age75",0.0996298409488366,0.412118028844613,0.241750746086388,0.808973305854894
"age76",-0.0826917158451187,0.450748935697133,-0.183454045692259,0.854441773008762
"age77",-0.998982447719272,0.503164588412289,-1.98539895438888,0.047100102220808
"age78",0.387311913400622,0.358014808397787,1.08183210391198,0.279327138557594
"age79",-0.305835267159323,0.503164588412284,-0.607823511834118,0.543304533602241
"age80",0.560154726240035,0.358850365612401,1.56097019793778,0.118530782712551
"age81",-0.0826917158444981,0.321207864293806,-0.25743988562142,0.796839215900665
"age82",-0.225792559485787,0.283015335194362,-0.797810335368306,0.424980562666472
"age83",-1.04835045388723,0.708926878713587,-1.47878502757514,0.139197778709155
"age84",-0.13205972201307,0.320276941665471,-0.412329783487837,0.680097721357088
"age85",0.0502618347808704,0.411392739397828,0.122174822177077,0.902760566048164
"age90",-0.305835267159326,0.503164588412284,-0.607823511834123,0.543304533602237
"age91",0.0996298409488384,0.412118028844616,0.24175074608639,0.808973305854892
"age93",-0.082691715845114,0.450748935697137,-0.183454045692246,0.854441773008771
"sexMale",0.0493680061679536,0.075841429276426,0.650937180891167,0.515087039000148
"siteUrban",-0.318414049366187,0.0859884423357134,-3.7029865958386,0.000213076144285054
"age 1:sexMale",0.199599554103139,0.177673982996287,1.12340338600565,0.261266212409966
"age 2:sexMale",0.204216570647524,0.207599610079549,0.98370401837109,0.325261063480496
"age 3:sexMale",-0.0694547647351448,0.160658640574495,-0.432312662965299,0.665514184939534
"age 4:sexMale",-0.346099914139651,0.198155077810514,-1.74661138116586,0.0807047716554849
"age 5:sexMale",0.88392030207477,0.297349035442922,2.97266914203407,0.00295222497147884
"age 6:sexMale",-0.106456973152082,0.16952561865485,-0.627969825426948,0.530023707222115
"age 7:sexMale",-0.448318433254925,0.195823334847786,-2.2894025045759,0.0220559767576269
"age 8:sexMale",-0.136379383157586,0.209603770425291,-0.650653291593317,0.515270320971039
"age 9:sexMale",0.203756377358196,0.200372854093394,1.01688613599936,0.309207599387836
"age10:sexMale",-0.261967922268169,0.177673985094171,-1.47443038511981,0.140365748392341
"age11:sexMale",-0.0493680061679547,0.200585844503994,-0.246119093249233,0.805590043319823
"age12:sexMale",0.0705913089110246,0.217022800483351,0.325271394313429,0.744975678773287
"age13:sexMale",-0.673522315240946,0.245025787786504,-2.74878134797714,0.00598172742146237
"age14:sexMale",-0.30347378308613,0.180969412396872,-1.67693412420769,0.0935553643546758
"age15:sexMale",-0.37787207313999,0.155194251580199,-2.43483292256299,0.0148986672132356
"age16:sexMale",0.0762093012152494,0.16891442096725,0.451171076920812,0.65186625361499
"age17:sexMale",-0.0101472930146726,0.185199705565909,-0.0547910861071069,0.956304901992225
"age18:sexMale",-0.0779413786120105,0.203900857947218,-0.382251351939806,0.702274935211767
"age19:sexMale",-0.228059794911321,0.259638212100096,-0.87837530949951,0.379740078889991
"age20:sexMale",0.188247577754791,0.194047258499783,0.970112019155383,0.331990658618367
"age21:sexMale",0.680146818562866,0.258066819295707,2.63554540029231,0.00840021875482263
"age22:sexMale",-0.193949234979059,0.229696472334829,-0.844371848673144,0.398461648280157
"age23:sexMale",-0.265591114637586,0.254283244362388,-1.04446958470879,0.296268184068239
"age24:sexMale",0.336294474644033,0.32338127924104,1.03993179640238,0.298371588768652
"age25:sexMale",-0.137202986856255,0.249809444944591,-0.549230582081022,0.582847219498131
"age26:sexMale",0.173775545146267,0.349883679322049,0.496666622127053,0.61942416369789
"age27:sexMale",0.33993657925491,0.57871933698985,0.587394540889296,0.556938759370385
"age28:sexMale",0.307306937770778,0.243563853906057,1.26170994933143,0.207053175479799
"age29:sexMale",0.0441580518428696,0.316685549908329,0.139438164626242,0.889103915908449
"age30:sexMale",-0.42666223730942,0.343011195235865,-1.24387262933513,0.213546444343905
"age31:sexMale",-0.454833114276119,0.243074588812071,-1.87116685663826,0.0613219571107715
"age32:sexMale",0.378076008658983,0.246626004636183,1.53299328356193,0.125277509787969
"age33:sexMale",0.151302689294199,0.46676882341894,0.324149089876981,0.745825163203492
"age34:sexMale",0.827702012552918,0.239889128931375,3.45035232000738,0.000559855383560096
"age35:sexMale",0.826100731185943,0.483249107782384,1.70947181874147,0.0873635875271274
"age36:sexMale",-0.440234314854965,0.328715245577165,-1.33925736873564,0.180486902009006
"age37:sexMale",0.563736466718462,0.293053113825381,1.92366653047874,0.0543963958667107
"age38:sexMale",-0.432360258424046,0.363338063737467,-1.18996686990783,0.234059413787384
"age39:sexMale",-0.311732270635448,0.387275988960664,-0.80493570353289,0.420856783858793
"age40:sexMale",-0.742515186727896,0.275230670999516,-2.697792306473,0.0069800974369961
"age41:sexMale",1.06986356970289,0.525509358299164,2.03586016653548,0.0417643987073453
"age42:sexMale",-0.847875702385727,0.293781343564909,-2.88607742104085,0.00390076188013907
"age43:sexMale",1.00272426686527,0.379842152640843,2.63984462991759,0.00829440432818351
"age44:sexMale",0.420635623077783,0.286602181829474,1.4676637155821,0.142195591404586
"age45:sexMale",0.122482250758705,0.218386611009326,0.560850549365753,0.57489942335317
"age46:sexMale",-0.528941086429841,0.326319663464335,-1.62092924715109,0.105032813530401
"age47:sexMale",0.522258136048883,0.430018686697695,1.21450102566364,0.224556458405541
"age48:sexMale",-0.497392728694913,0.400426390375991,-1.24215771150316,0.214178378878491
"age49:sexMale",-0.307197115470053,0.331707698518393,-0.926107886076149,0.354389916102958
"age50:sexMale",-0.145571236526779,0.442145896829738,-0.329238012996501,0.741975792868763
"age51:sexMale",-0.144678185972276,0.388852758453755,-0.372064188377057,0.70984505885071
"age52:sexMale",-0.705187024462195,0.573952581239902,-1.2286503232354,0.219202939036813
"age53:sexMale",-0.0583366761507157,0.261712122638369,-0.222903989171815,0.823610231587119
"age54:sexMale",0.0841633864565622,0.308281744920579,0.273008012453818,0.784847056415727
"age55:sexMale",0.0306747015055828,0.377497098196567,0.0812581120547053,0.935236685521882
"age56:sexMale",-0.589257557455135,0.351997279808096,-1.67404008853816,0.0941227209311256
"age57:sexMale",-0.0283145969701233,0.332207542769134,-0.0852316498719609,0.932077229162415
"age58:sexMale",-0.615574865772495,0.577055451480508,-1.06675166865361,0.286083988553519
"age59:sexMale",-1.24418352519489,0.651659159900316,-1.90925502433697,0.0562292011715376
"age60:sexMale",-1.14798029483603,0.749204563487329,-1.53226548633463,0.125456934329267
"age61:sexMale",0.104782673659304,0.308281748858228,0.339892562720252,0.733937437662324
"age62:sexMale",0.142110835925009,0.607539385679793,0.233912136850186,0.815053190725365
"age63:sexMale",-0.397674700551257,0.560869467304505,-0.70903253561377,0.478304286750719
"age64:sexMale",-0.0493680061679533,0.415233174326617,-0.11889224951261,0.905360722201383
"age65:sexMale",0.682040068955576,0.358085181933704,1.90468665939337,0.0568208141589639
"age66:sexMale",-1.39929472311697,0.337960842195839,-4.14040488840456,3.46693337683199e-05
"age67:sexMale",0.0376433708216764,0.366796675533694,0.102627350062278,0.918258735235666
"age68:sexMale",-0.14557123652677,0.417923031911821,-0.348320684459152,0.727599361396424
"age69:sexMale",-0.337050078619753,0.767518896007142,-0.439142385123267,0.660558368979462
"age70:sexMale",-0.74344791903474,0.840802109852407,-0.88421271821647,0.376581394064906
"age71:sexMale",0.76156221004838,0.557949350703311,1.36493072191662,0.17227482522631
"age72:sexMale",-0.221218263094622,0.428232998894365,-0.516583877622171,0.605446672624658
"age73:sexMale",0.326993492666678,0.562558433332756,0.58126138244782,0.561064303380582
"age75:sexMale",-0.0493680061679517,0.582310274448272,-0.0847795553920578,0.932436647446506
"age76:sexMale",-0.272511557482155,0.675094010042071,-0.403664605860112,0.686459370268587
"age77:sexMale",1.7423914630601,0.582310274448279,2.99220456776409,0.0027697059882035
"age78:sexMale",-1.21345154828047,0.794951689055537,-1.5264469086444,0.126898602933195
"age79:sexMale",0.172842812839411,0.618019569214649,0.27967207099777,0.779729107692089
"age81:sexMale",0.132953550625381,0.434839217159755,0.305753357514062,0.759792444025207
"age82:sexMale",0.681519502374838,0.440211438321263,1.54816400267516,0.121582815791566
"age91:sexMale",0.55676779740236,0.513154635534406,1.0849902911284,0.277925955381591
"age 1:siteUrban",0.18789198793496,0.213759694943623,0.878986976401304,0.379408337332481
"age 2:siteUrban",0.521354893372724,0.260975361588513,1.99771691166294,0.0457473596860323
"age 3:siteUrban",-0.280801311360021,0.230738804872624,-1.21696613413177,0.223617101227159
"age 4:siteUrban",-0.643294162198751,0.276519570885699,-2.32639650111659,0.0199974081151296
"age 5:siteUrban",0.0952704980519745,0.33843295825252,0.281504787665771,0.778323256473078
