"","Estimate","Std. Error","t value","Pr(>|t|)"
"age 2:sexMale:siteUrban",-2.19346829640973,3.41531082598786,-0.642245584126384,0.520852090164947
"age 3:sexMale:siteUrban",-0.116339869281057,2.50957119500669,-0.0463584653476018,0.963033240002934
"age 4:sexMale:siteUrban",4.25617095322962,2.81907102545879,1.50977783631292,0.131397014554839
"age 5:sexMale:siteUrban",-12.410784313726,4.49619680964799,-2.76028493394569,0.00587431818666234
"age 6:sexMale:siteUrban",0.132830404889182,3.11758055911031,0.042606887735754,0.966022898793417
"age 7:sexMale:siteUrban",2.65032679738563,3.18509081095664,0.832103997873016,0.405536959710394
"age 8:sexMale:siteUrban",0.322549019607731,4.02979659041882,0.0800410175477885,0.936219684895239
"age 9:sexMale:siteUrban",-3.30245098039221,3.47082409086173,-0.951489010660948,0.341572279157203
"age10:sexMale:siteUrban",3.40191409897287,3.38526522694416,1.00491804065932,0.315164794580559
"age11:sexMale:siteUrban",1.40588235294121,3.56299963068037,0.394578304425126,0.69323320412784
"age12:sexMale:siteUrban",2.07016806722697,3.53166761462114,0.586172962216617,0.557883612849529
"age13:sexMale:siteUrban",7.72969187675063,3.58373546088506,2.15688126568406,0.0312383521465317
"age14:sexMale:siteUrban",3.60566590272466,3.08272493794615,1.16963594719123,0.242409444966788
"age15:sexMale:siteUrban",6.75112044817928,3.10160467285325,2.17665407434686,0.029725702842561
"age16:sexMale:siteUrban",-1.55840336134448,3.49475858118336,-0.445925898783196,0.655741498400096
"age17:sexMale:siteUrban",1.40588235294114,3.69403229087963,0.38058204212567,0.703589375209109
"age18:sexMale:siteUrban",3.73921568627438,3.34397336587423,1.11819541520087,0.263735940971929
"age19:sexMale:siteUrban",-2.51078431372565,4.02673088819229,-0.623529206058468,0.533070455637253
"age20:sexMale:siteUrban",-4.22268907563026,4.24616672326752,-0.994470860621506,0.320219787207077
"age21:sexMale:siteUrban",-9.52745098039225,4.28957055603773,-2.22107338157243,0.0265558989430932
"age22:sexMale:siteUrban",-4.24411764705888,4.34960834490232,-0.97574708123616,0.329411599273262
"age23:sexMale:siteUrban",3.98921568627456,6.52065221433102,0.611781698387026,0.540812896951396
"age24:sexMale:siteUrban",-4.01078431372565,6.52065221433103,-0.615089439199163,0.538627180466536
"age26:sexMale:siteUrban",0.455882352940926,5.93779626770816,0.0767763547934737,0.938815895359924
"age28:sexMale:siteUrban",-3.51078431372552,3.80924356849117,-0.921648681844762,0.35692078357781
"age29:sexMale:siteUrban",-1.84411764705884,5.89395854396611,-0.312882697308203,0.754431098815961
"age30:sexMale:siteUrban",1.07254901960784,4.80296890939212,0.223309590347439,0.823337428290344
"age31:sexMale:siteUrban",6.25588235294118,4.77589486328776,1.30988694936106,0.190516819229368
"age32:sexMale:siteUrban",-7.67745098039213,4.37931859465063,-1.75311542525593,0.0798701580375836
"age33:sexMale:siteUrban",-2.67745098039245,5.29111932707605,-0.506027328979566,0.612942287716426
"age34:sexMale:siteUrban",-8.51078431372558,3.87672719738045,-2.19535290475854,0.0283536711944781
"age35:sexMale:siteUrban",-2.34411764705872,6.71656841656138,-0.349005251145617,0.727154420195435
"age36:sexMale:siteUrban",2.15588235294112,4.93611216866394,0.436757164196423,0.662376085007913
"age37:sexMale:siteUrban",-10.3441176470589,6.00295263308282,-1.72317162558497,0.0851480284783943
"age38:sexMale:siteUrban",5.78921568627445,5.0400950129207,1.14863225225582,0.250965808640471
"age40:sexMale:siteUrban",10.8225490196078,5.11669556818608,2.11514421278039,0.034649615590679
"age41:sexMale:siteUrban",-7.92745098039224,6.42045265563226,-1.23471839223641,0.217207930912011
"age42:sexMale:siteUrban",9.82254901960768,4.66602800543918,2.10512003103229,0.0355148256395278
"age43:sexMale:siteUrban",-9.17745098039211,5.43617285687382,-1.68821912437674,0.0916622146994779
"age44:sexMale:siteUrban",-1.01078431372548,4.197904210079,-0.240783082019505,0.809769629654525
"age45:sexMale:siteUrban",-0.744117647058756,4.34960834490235,-0.171076931082967,0.864195802272825
"age46:sexMale:siteUrban",4.48921568627447,4.66602800543915,0.962106459935823,0.336214722960212
"age48:sexMale:siteUrban",1.40588235294114,5.78291054063144,0.243109822132513,0.807967181328519
"age49:sexMale:siteUrban",3.15588235294124,6.11000272602891,0.516510792948917,0.605605033679283
"age51:sexMale:siteUrban",-0.677450980392293,6.11000272602891,-0.110875724736802,0.911735806048468
"age53:sexMale:siteUrban",-0.427450980392174,4.37931859465063,-0.0976067329091581,0.922262960933982
"age54:sexMale:siteUrban",1.15588235294108,4.80296890939212,0.240659969853391,0.809865028805267
"age55:sexMale:siteUrban",-0.844117647058958,5.66968793884647,-0.148882558645847,0.881674516304895
"age57:sexMale:siteUrban",5.90588235294105,5.78291054063141,1.02126469213826,0.307361193616495
"age60:sexMale:siteUrban",7.2558823529401,5.71524614716803,1.26956602849651,0.204516861666081
"age61:sexMale:siteUrban",0.655882352941097,4.52494467927484,0.144948148414979,0.884779262440954
"age64:sexMale:siteUrban",-0.677450980392191,7.27271952412707,-0.0931496090485497,0.925802242625446
"age66:sexMale:siteUrban",20.9058823529411,6.61933518544763,3.15830544416332,0.00163158219946884
"age67:sexMale:siteUrban",-2.61078431372554,5.71524614716807,-0.456810476136569,0.647900516879372
"age69:sexMale:siteUrban",3.15588235294112,6.42045265563226,0.491535803191799,0.623148915399456
