"","Estimate","Std. Error","t value","Pr(>|t|)"
"age27:siteUrban",-13.0821501014198,8.02258267400129,-1.63066566379116,0.103256836973838
"age28:siteUrban",2.28045977011501,4.50893230996289,0.505764915804155,0.613126451159409
"age29:siteUrban",3.75545977011502,8.02771520185494,0.467811784011377,0.640014995059564
"age30:siteUrban",4.46379310344836,5.09236835250313,0.876565243214232,0.380920682610745
"age31:siteUrban",-10.244540229885,6.59072591832935,-1.55438723394552,0.12038945465383
"age32:siteUrban",5.17212643678164,5.09236835250312,1.0156622771091,0.310021132106961
"age33:siteUrban",2.3054597701154,7.20001982102552,0.320201864359177,0.748878178494718
"age34:siteUrban",2.90545977011506,4.26963889019572,0.680493092000544,0.496340340556559
"age35:siteUrban",-0.494540229885068,9.24395773430668,-0.0534987549812894,0.957344565315484
"age36:siteUrban",-0.494540229884972,5.73884975537437,-0.0861741029936949,0.931344229970296
"age37:siteUrban",4.88045977011505,7.34444958770338,0.664509942077385,0.506507972323293
"age38:siteUrban",-3.96120689655161,4.10236273837831,-0.96559157470251,0.334468005209984
"age39:siteUrban",-2.49454022988496,5.55281389852072,-0.449238940017333,0.653350788921835
"age40:siteUrban",-9.49454022988496,7.10210174580196,-1.33686344827391,0.181552974930073
"age41:siteUrban",3.00545977011508,9.24395773430673,0.325126948488853,0.745148911865336
"age42:siteUrban",-8.91120689655142,6.03618149605805,-1.47629870015852,0.140159603456516
"age43:siteUrban",7.33879310344819,6.03618149605799,1.21580060311985,0.224330564521311
"age44:siteUrban",-0.827873563218357,5.42524708895069,-0.152596471579044,0.878745439219366
"age45:siteUrban",-10.6195402298851,4.50893230996289,-2.35522281104559,0.0186923922416474
"age46:siteUrban",-4.28620689655162,5.0923683525031,-0.841692234310736,0.400149378785047
"age47:siteUrban",-0.994540229884973,5.42524708895069,-0.183317038575165,0.854584191879338
"age48:siteUrban",0.25545977011504,8.027715201855,0.0318222263360824,0.974619789678055
"age49:siteUrban",-12.7445402298851,8.02771520185498,-1.58756755931503,0.112681263244802
"age50:siteUrban",3.41784989858006,6.58447336767566,0.519077184723518,0.603814864692409
"age51:siteUrban",0.172126436781772,6.03618149605801,0.0285157821868314,0.977256128261507
"age52:siteUrban",-7.91120689655159,6.036181496058,-1.31063105072604,0.190265267838148
"age53:siteUrban",0.00545977011502691,5.42524708895068,0.0010063634016129,0.999197226958578
"age54:siteUrban",-4.36954022988494,5.73884975537437,-0.761396519536501,0.446588984106393
"age55:siteUrban",1.25545977011524,7.34444958770331,0.170939939763116,0.864303492169029
"age56:siteUrban",-3.13739737274207,4.62934264410485,-0.677719843601841,0.498096682737573
"age57:siteUrban",-2.03620689655156,5.09236835250303,-0.399854597232878,0.68934387106488
"age59:siteUrban",-1.99454022988533,7.57905207033895,-0.263164866974734,0.79247446001881
"age60:siteUrban",-1.07787356321814,6.036181496058,-0.178568779603803,0.858310304482033
"age61:siteUrban",0.630459770115025,5.09236835250313,0.123804824489007,0.901493194924774
"age62:siteUrban",7.41784989858004,9.23950085192599,0.802840977825525,0.422245948358456
"age63:siteUrban",9.04284989858007,7.33883922329737,1.23219076252185,0.218150053033839
"age64:siteUrban",-6.82787356321834,7.57905207033891,-0.90088753842181,0.367851981361482
"age66:siteUrban",-20.3695402298848,7.34444958770331,-2.77346041887049,0.00564330782533998
"age67:siteUrban",-3.91120689655165,6.03618149605801,-0.647960452995972,0.517150322516465
"age68:siteUrban",2.50545977011501,9.24395773430671,0.271037562278828,0.786414713873812
"age69:siteUrban",4.1721264367817,7.57905207033889,0.55048130004405,0.582104848703035
"age71:siteUrban",-1.99454022988496,9.24395773430675,-0.215766913611331,0.829210794480853
"age77:siteUrban",-14.3321501014199,8.02258267400128,-1.78647583749632,0.0743068948182216
"age81:siteUrban",12.6678498985801,8.02258267400128,1.57902391453475,0.114627798249164
"age84:siteUrban",3.91784989858009,8.02258267400128,0.488352698598749,0.625400667070325
"sexMale:siteUrban",0.587609871534936,1.66336548417557,0.35326563952731,0.723959280110986
"age 1:sexMale:siteUrban",-2.18830431597951,4.33744737172635,-0.504514321082941,0.61400446338239
"age 2:sexMale:siteUrban",-2.34962285854861,5.61194392645928,-0.418682525937326,0.675532665920376
"age 3:sexMale:siteUrban",0.915167906242912,4.12365771181642,0.221931103452277,0.824410105333432
"age 4:sexMale:siteUrban",8.05546372153856,4.63221924025168,1.73900743979054,0.0823226766233966
"age 5:sexMale:siteUrban",-20.8376098715357,7.38802576505503,-2.82045711996519,0.00488462459244377
"age 6:sexMale:siteUrban",0.150701816776759,5.12272181811918,0.0294183096657178,0.976536486993272
"age 7:sexMale:siteUrban",1.22072346179847,5.23365278959618,0.233245022334134,0.815616010289298
"age 8:sexMale:siteUrban",2.78461235068719,6.62164987396894,0.42053149950348,0.674182140453568
"age 9:sexMale:siteUrban",-4.21260987153507,5.70316178202789,-0.738644638279431,0.460285708674099
"age10:sexMale:siteUrban",6.76953298560798,5.56257383229769,1.21697854081547,0.223882242630606
"age11:sexMale:siteUrban",3.32905679513184,5.85462206989311,0.568620272220684,0.569733856018514
"age12:sexMale:siteUrban",3.90167584275098,5.80313817100773,0.672338953127742,0.501513909213597
"age13:sexMale:siteUrban",11.5385806046555,5.88869461037517,1.95944625559728,0.0503213434939166
"age14:sexMale:siteUrban",1.87905679513171,5.06544802915486,0.370955695195479,0.710744375058591
"age15:sexMale:siteUrban",7.78143774751275,5.09647068537661,1.52682870713652,0.127100805299033
"age16:sexMale:siteUrban",-1.28522891915387,5.7424902720064,-0.223810378124475,0.822947819296847
"age17:sexMale:siteUrban",1.25683457290951,6.06993129913738,0.207059110057494,0.836003314325255
"age18:sexMale:siteUrban",5.62766790624271,5.4947241926162,1.02419479285333,0.305976071865603
"age19:sexMale:siteUrban",-4.55189558582072,6.61661239718655,-0.687949559771134,0.491634490688567
"age20:sexMale:siteUrban",-4.85189558582059,6.97718326895832,-0.695394602490494,0.486959885313186
"age21:sexMale:siteUrban",-14.387609871535,7.04850324190086,-2.04122909187382,0.0414743827800729
"age22:sexMale:siteUrban",-8.43760987153496,7.14715566967197,-1.18055493143082,0.238043419723129
"age23:sexMale:siteUrban",1.91239012846523,10.7145546789826,0.178485264741476,0.858375869848435
"age24:sexMale:siteUrban",-8.58760987153504,10.7145546789826,-0.801490134571831,0.423026903830183
"age26:sexMale:siteUrban",9.56239012846474,9.75682196992394,0.980072215926605,0.327273261355173
"age28:sexMale:siteUrban",-6.27927653820155,6.25924327177889,-1.00320058920109,0.315992177838788
"age29:sexMale:siteUrban",-3.50427653820161,9.68478903938304,-0.361833027436274,0.717548654198273
"age30:sexMale:siteUrban",0.537390128465097,7.89210516212374,0.0680921145151704,0.945725100900261
"age31:sexMale:siteUrban",6.86239012846509,7.84761784124978,0.874455187202671,0.382067748149841
"age32:sexMale:siteUrban",-9.37927653820152,7.19597472718203,-1.30340598651247,0.192718154283744
"age33:sexMale:siteUrban",-1.82094320486867,8.69422037543746,-0.209442954771784,0.834142556412132
"age34:sexMale:siteUrban",-10.237609871535,6.37013049715202,-1.607127181478,0.108323163734322
"age35:sexMale:siteUrban",-0.0876098715347935,11.0364787430636,-0.00793820869630691,0.993667780431435
"age36:sexMale:siteUrban",1.66239012846509,8.1108824691653,0.204957985124911,0.837644152365628
"age37:sexMale:siteUrban",-19.462609871535,9.86388510050407,-1.97311806384894,0.0487406095628194
"age38:sexMale:siteUrban",2.47905679513162,8.28174419186484,0.299339938266482,0.764739144587756
"age40:sexMale:siteUrban",4.76239012846507,8.40761209753653,0.56643789856343,0.57121559305491
"age41:sexMale:siteUrban",-12.2542765382017,10.5499095460727,-1.16155275878772,0.245677683811902
"age42:sexMale:siteUrban",15.1623901284649,7.66708767078011,1.97759446344274,0.0482322074331522
"age43:sexMale:siteUrban",-16.4209432048681,8.9325683083301,-1.83832271280307,0.0662934817603936
"age44:sexMale:siteUrban",0.845723461798469,6.89787964724897,0.122606294259681,0.902442023379636
"age45:sexMale:siteUrban",-8.96260987153479,7.14715566967202,-1.25401072619229,0.210113542211425
"age46:sexMale:siteUrban",7.70405679513173,7.66708767078006,1.00482179491602,0.315211123287508
"age48:sexMale:siteUrban",0.329056795131757,9.50231804344397,0.0346291077216455,0.972381985951569
"age49:sexMale:siteUrban",9.24572346179854,10.0397868410907,0.920908342790481,0.357307029927349
"age51:sexMale:siteUrban",-4.25427653820174,10.0397868410907,-0.423741719374945,0.671839832305598
"age53:sexMale:siteUrban",-0.837609871534952,7.19597472718204,-0.116399779500471,0.90735767566767
"age54:sexMale:siteUrban",-2.29594320486838,7.89210516212373,-0.290916448489208,0.771171917669904
"age55:sexMale:siteUrban",-4.21260987153515,9.31627380770701,-0.452177550648008,0.651233247781376
"age57:sexMale:siteUrban",4.45405679513169,9.50231804344393,0.468733710529163,0.639356005456108
"age60:sexMale:siteUrban",13.6957234617982,9.39113379074139,1.45836740983295,0.145034409076597
"age61:sexMale:siteUrban",3.45405679513169,7.43526346626904,0.464550692897626,0.642348290642026
"age64:sexMale:siteUrban",-0.754276538201547,11.9503308020176,-0.0631176283483468,0.949684691839899
"age66:sexMale:siteUrban",22.787390128465,10.8767077972841,2.09506318944735,0.0364013366547262
"age67:sexMale:siteUrban",-6.27094320486828,9.39113379074145,-0.667751449888904,0.504437069291747
"age69:sexMale:siteUrban",2.49572346179839,10.5499095460727,0.236563493828954,0.813040977377505
