"","Estimate","Std. Error","z value","Pr(>|z|)"
"age73",-0.293106828072258,0.373676167966797,-0.784387266833409,0.432812907562698
"age75",0.049008609827657,0.431190258677716,0.113658898459224,0.909508195589705
"age76",-0.0472693288125841,0.445624129601285,-0.106074437340001,0.915523292746928
"age77",-0.262848016771874,0.324803921908056,-0.809251363800589,0.418370575703828
"age78",0.189297077656076,0.441466816855999,0.428791180737424,0.668075197562624
"age79",-0.287363413685235,0.441031192020672,-0.651571632311589,0.514677552798424
"age80",0.868256297382848,0.535253001833536,1.62214185517614,0.104772978043773
"age81",0.0604845339426814,0.280765532577031,0.215427204997419,0.829434261382454
"age82",-0.10804299131373,0.324903705360181,-0.332538501504487,0.739482672181032
"age83",-1.35936822056186,1.05812299940595,-1.28469773488057,0.198897930132945
"age84",-0.0732466478953164,0.382961782145476,-0.191263596813669,0.848319080092456
"age85",-0.260755931893764,0.673021259103438,-0.387440854752685,0.69842986322387
"age90",-0.500211135078743,0.751085500052593,-0.665984278812089,0.505421149121301
"age91",0.534902527503707,0.371121038899659,1.44131555863727,0.149495553741728
"age93",-0.212529062626958,0.673066354290674,-0.315762422638013,0.752182842276508
"sexMale",0.0482268692668034,0.0320381204960959,1.50529645684678,0.132247875727191
"siteUrban",-0.435865048716666,0.0325881003006954,-13.3749756719438,8.46814006927662e-41
